ID,Inclusion_Exlusion,Reason,Trial_phase,Trial_number,Trial_name,Tumor,Primary_outcome,PFS_primary_outcome,PFS_Registry,PFS_Protocol,PFS_Prespecified,PFS_Paper,PFS_Inconsistency,PFS_Reason,PFS_Free_comments,PFS_Blndeness,ORR_primary_outcome,ORR_Registry,ORR_Protocol,ORR_Prespecified,ORR_Paper,ORR_Inconsistency,ORR_Reason,ORR_Free_comments,ORR_Blndeness,Response_PFS,Response_ORR,title,journal,IF,year,authors,url,pubmed_id
400,Inclusion,,Phase 2,NCT01320254,PICCA,Biliary tract cancer,PFS,Yes,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",No,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",,,PICCA study: panitumumab in combination with cisplatin/gemcitabine chemotherapy in KRAS wild-type patients with biliary cancer-a randomised biomarker-driven clinical phase II AIO study.,"European journal of cancer (Oxford, England : 1990)",9.16,2018,Vogel A and Kasper S and Bitzer M and Block A and Sinn M and Schulze-Bergkamen H and Moehler M and Pfarr N and Endris V and Goeppert B and Merx K and Schnoy E and Siveke JT and Michl P and Waldschmidt D and Kuhlmann J and Geissler M and Kahl C and Evenkamp R and Schmidt T and Kuhlmann A and Weichert W and Kubicka S,https://pubmed.ncbi.nlm.nih.gov/29413685/,29413685
402,Inclusion,,Phase 2,NCT01991210,No name,Ovarian cancer,PFS,Yes,Unclear,No protocol,Unclear,Only investigator,Unclear in advance but clear in paper,,,Only non-blinded,No,Unclear,No protocol,Unclear,Only investigator,Unclear in advance but clear in paper,,,Only non-blinded,,,"Anti-NaPi2b antibody-drug conjugate lifastuzumab vedotin (DNIB0600A) compared with pegylated liposomal doxorubicin in patients with platinum-resistant ovarian cancer in a randomized, open-label, phase II study.",Annals of oncology : official journal of the European Society for Medical Oncology,32.98,2018,Banerjee S and Oza AM and Birrer MJ and Hamilton EP and Hasan J and Leary A and Moore KN and Mackowiak-Matejczyk B and Pikiel J and Ray-Coquard I and Trask P and Lin K and Schuth E and Vaze A and Choi Y and Marsters JC and Maslyar DJ and Lemahieu V and Wang Y and Humke EW and Liu JF,https://pubmed.ncbi.nlm.nih.gov/29401246/,29401246
403,Inclusion,,Phase 2,NCT01274273,DaRenCa,Renal cell cancer,PFS,Yes,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",No,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",Only non-blinded,Only non-blinded,A randomized phase II trial of interleukin-2 and interferon-ｾ趣ｽｱ plus bevacizumab versus interleukin-2 and interferon-ｾ趣ｽｱ in metastatic renal-cell carcinoma (mRCC): results from the Danish Renal Cancer Group (DaRenCa) study-1.,"Acta oncologica (Stockholm, Sweden)",4.09,2018,Donskov F and Jensen NV and Smidt-Hansen T and Brｾｽｸndum L and Geertsen P,https://pubmed.ncbi.nlm.nih.gov/29392960/,29392960
404,Inclusion,,Phase 3,NCT00309985,CHAARTED,Prostate cancer,OS,No,Only investigator,Only investigator,Only investigator,Only investigator,Consistent,,,Only non-blinded,No ORR,No ORR,No ORR,No ORR,No ORR,Consistent,,,No ORR,,,Chemohormonal Therapy in Metastatic Hormone-Sensitive Prostate Cancer: Long-Term Survival Analysis of the Randomized Phase III E3805 CHAARTED Trial.,Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,44.54,2018,Kyriakopoulos CE and Chen YH and Carducci MA and Liu G and Jarrard DF and Hahn NM and Shevrin DH and Dreicer R and Hussain M and Eisenberger M and Kohli M and Plimack ER and Vogelzang NJ and Picus J and Cooney MM and Garcia JA and DiPaola RS and Sweeney CJ,https://pubmed.ncbi.nlm.nih.gov/29384722/,29384722
405,Exclusion,Study design,,,,,,,,,,,,,,,,,,,,,,,,,,"Nivolumab with or without ipilimumab treatment for metastatic sarcoma (Alliance A091401): two open-label, non-comparative, randomised, phase 2 trials.",The Lancet. Oncology,41.32,2018,D'Angelo SP and Mahoney MR and Van Tine BA and Atkins J and Milhem MM and Jahagirdar BN and Antonescu CR and Horvath E and Tap WD and Schwartz GK and Streicher H,https://pubmed.ncbi.nlm.nih.gov/29370992/,29370992
406,Exclusion,Publication,,,,,,,,,,,,,,,,,,,,,,,,,,The PANDA study: a randomized phase II study of first-line FOLFOX plus panitumumab versus 5FU plus panitumumab in RAS and BRAF wild-type elderly metastatic colorectal cancer patients.,BMC cancer,3.15,2018,Battaglin F and Schirripa M and Buggin F and Pietrantonio F and Morano F and Boscolo G and Tonini G and Lutrino ES and Lucchetti J and Salvatore L and Passardi A and Cremolini C and Arnoldi E and Scartozzi M and Pella N and Boni L and Bergamo F and Zagonel V and Loupakis F and Lonardi S,https://pubmed.ncbi.nlm.nih.gov/29370781/,29370781
407,Inclusion,,Phase 3,NCT01352117,A5264/AMC-067,Kaposi Sarcoma,PFS,Yes,Unclear,No protocol,Unclear,Only central,Unclear in advance but clear in paper,,,"Probably, only blinded",No,Unclear,No protocol,Unclear,Only central,Unclear in advance but clear in paper,,,"Probably, only blinded",,,As-Needed Vs Immediate Etoposide Chemotherapy in Combination With Antiretroviral Therapy for Mild-to-Moderate AIDS-Associated Kaposi Sarcoma in Resource-Limited Settings: A5264/AMC-067 Randomized Clinical Trial.,Clinical infectious diseases : an official publication of the Infectious Diseases           Society of America,9.08,2018,Hosseinipour MC and Kang M and Krown SE and Bukuru A and Umbleja T and Martin JN and Orem J and Godfrey C and Hoagland B and Mwelase N and Langat D and Nyirenda M and MacRae J and Borok M and Samaneka W and Moses A and Mngqbisa R and Busakhala N and Martｾｽｭnez-Maza O and Ambinder R and Dittmer DP and Nokta M and Campbell TB,https://pubmed.ncbi.nlm.nih.gov/29365083/,29365083
417,Inclusion,,Phase 3,NCT02151981,AURA3,Non-small cell lung cancer,PFS,Yes,Investigator + central,No protocol,Investigator + central,Investigator + central,Consistent,,,Non-blinded + blinded,No,Only investigator,No protocol,Only investigator,Investigator + central,Central or local in advance but both in paper,,,Non-blinded + blinded,,,FDA Benefit-Risk Assessment of Osimertinib for the Treatment of Metastatic Non-Small Cell Lung Cancer Harboring Epidermal Growth Factor Receptor T790M Mutation.,The oncologist,5.03,2018,Odogwu L and Mathieu L and Goldberg KB and Blumenthal GM and Larkins E and Fiero MH and Rodriguez L and Bijwaard K and Lee EY and Philip R and Fan I and Donoghue M and Keegan P and McKee A and Pazdur R,https://pubmed.ncbi.nlm.nih.gov/29242281/,29242281
418,Inclusion,,Phase 2,NCT01839487,HALO 202,Pancreatic cancer,PFS and AE,Yes,Investigator + central,Investigator + central,Investigator + central,Only central,Suspicious of selective reporting,Contradiction,PFS was defined by central radiologic determination or by clinical progression determined by Investigator.,Only blinded,No,Unclear,Only central,Only central,Only central,Consistent,,,Only blinded,,,"HALO 202: Randomized Phase II Study of PEGPH20 Plus Nab-Paclitaxel/Gemcitabine Versus Nab-Paclitaxel/Gemcitabine in Patients With Untreated, Metastatic Pancreatic Ductal Adenocarcinoma.",Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,44.54,2018,Hingorani SR and Zheng L and Bullock AJ and Seery TE and Harris WP and Sigal DS and Braiteh F and Ritch PS and Zalupski MM and Bahary N and Oberstein PE and Wang-Gillam A and Wu W and Chondros D and Jiang P and Khelifa S and Pu J and Aldrich C and Hendifar AE,https://pubmed.ncbi.nlm.nih.gov/29232172/,29232172
419,Inclusion,,Phase 2,NCT01746225,SNAP,Breast cancer,PFS,Yes,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",No,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",,,A randomized phase II study evaluating different maintenance schedules of nab-paclitaxel in the first-line treatment of metastatic breast cancer: final results of the IBCSG 42-12/BIG 2-12 SNAP trial.,Annals of oncology : official journal of the European Society for Medical Oncology,32.98,2018,Gennari A and Sun Z and Hasler-Strub U and Colleoni M and Kennedy MJ and Von Moos R and Cortｾｽｩs J and Vidal MJ and Hennessy B and Walshe J and Parraga KA and Ribi K and Bernhard J and Murillo SM and Pagani O and Barbeaux A and Borstnar S and Rabaglio-Poretti M and Maibach R and Regan MM and Jerusalem G,https://pubmed.ncbi.nlm.nih.gov/29228091/,29228091
428,Exclusion,Study design,,,,,,,,,,,,,,,,,,,,,,,,,,Nivolumab with or without ipilimumab in patients with recurrent glioblastoma: results from exploratory phase I cohorts of CheckMate 143.,Neuro-oncology,12.3,2018,Omuro A and Vlahovic G and Lim M and Sahebjam S and Baehring J and Cloughesy T and Voloschin A and Ramkissoon SH and Ligon KL and Latek R and Zwirtes R and Strauss L and Paliwal P and Harbison CT and Reardon DA and Sampson JH,https://pubmed.ncbi.nlm.nih.gov/29106665/,29106665
429,Exclusion,Study design,,,,,,,,,,,,,,,,,,,,,,,,,,Association of Tumor HER3 Messenger RNA Expression With Panitumumab Efficacy in Advanced Colorectal Cancer.,JAMA oncology,31.78,2018,Seligmann JF and Hatch AJ and Richman SD and Elliott F and Jacobs B and Brown S and Hurwitz H and Barrett JH and Quirke P and Nixon AB and Seymour MT,https://pubmed.ncbi.nlm.nih.gov/29075780/,29075780
432,Inclusion,,Phase 2,NCT00976573,Alliance,Melanoma,PFS,Yes,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",No,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",,,"NCCTG N0879 (Alliance): A randomized phase 2 cooperative group trial of carboplatin, paclitaxel, and bevacizumab遯ｶ蜿ｯｽｱ遯ｶ蠖ｱverolimus for metastatic melanoma.",Cancer,6.86,2018,McWilliams RR and Allred JB and Slostad JA and Katipamula R and Dronca RS and Rumilla KM and Erickson LA and Bryce AH and Joseph RW and Kottschade LA and King DM and Leitch JM and Markovic SN,https://pubmed.ncbi.nlm.nih.gov/29044496/,29044496
433,Exclusion,Study design,,,,,,,,,,,,,,,,,,,,,,,,,,Erlotinib Plus Bevacizumab Phase ll Study in Patients with Advanced Non-small-Cell Lung Cancer (JO25567): Updated Safety Results.,Drug safety,5.61,2018,Kato T and Seto T and Nishio M and Goto K and Yamamoto N and Okamoto I and Tao L and Yu W and Khaznadar T and Tajima K and Shibata M and Seki A and Yamamoto N,https://pubmed.ncbi.nlm.nih.gov/29043496/,29043496
438,Inclusion,,Phase 2,2011-000900-16,AxiG,Glioblastoma,PFS,Yes,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",Unclear,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",,,Randomized phase II trial comparing axitinib with the combination of axitinib and lomustine in patients with recurrent glioblastoma.,Journal of neuro-oncology,4.13,2018,Duerinck J and Du Four S and Bouttens F and Andre C and Verschaeve V and Van Fraeyenhove F and Chaskis C and D'Haene N and Le Mercier M and Rogiers A and Michotte A and Salmon I and Neyns B,https://pubmed.ncbi.nlm.nih.gov/28988341/,28988341
440,Exclusion,Study design,,,,,,,,,,,,,,,,,,,,,,,,,,Vinorelbine Plus Gemcitabine or Cisplatin as First-line Treatment of HER2-negative Advanced Breast Cancer.,Anticancer research,2.48,2017,He K and Wang X and Guan X and Yu Q and Ma Q and Liu Z and Yu Z,https://pubmed.ncbi.nlm.nih.gov/28982882/,28982882
442,Exclusion,Study design,,,,,,,,,,,,,,,,,,,,,,,,,,Gefitinib Plus Chemotherapy Versus Chemotherapy in Epidermal Growth Factor Receptor Mutation-Positive Non-Small-Cell Lung Cancer Resistant to First-Line Gefitinib (IMPRESS): Overall Survival and Biomarker Analyses.,Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,44.54,2017,Mok TSK and Kim SW and Wu YL and Nakagawa K and Yang JJ and Ahn MJ and Wang J and Yang JC and Lu Y and Atagi S and Ponce S and Shi X and Rukazenkov Y and Haddad V and Thress KS and Soria JC,https://pubmed.ncbi.nlm.nih.gov/28968167/,28968167
447,Inclusion,,Phase 3,NCT01719536,CONVINCE,Non-small cell lung cancer,PFS,Yes,Unclear,No protocol,Unclear,Investigator + central,Unclear in advance but clear in paper,,,"Probably, non-blinded + blinded",No ORR,Unclear,No protocol,Unclear,No ORR,Suspicious of selective reporting,Contradiction,ORR was planned to assess in the registry.,No ORR,,,"First-line icotinib versus cisplatin/pemetrexed plus pemetrexed maintenance therapy for patients with advanced EGFR mutation-positive lung adenocarcinoma (CONVINCE): a phase 3, open-label, randomized study.",Annals of oncology : official journal of the European Society for Medical Oncology,32.98,2017,Shi YK and Wang L and Han BH and Li W and Yu P and Liu YP and Ding CM and Song X and Ma ZY and Ren XL and Feng JF and Zhang HL and Chen GY and Han XH and Wu N and Yao C and Song Y and Zhang SC and Song W and Liu XQ and Zhao SJ and Lin YC and Ye XQ and Li K and Shu YQ and Ding LM and Tan FL and Sun Y,https://pubmed.ncbi.nlm.nih.gov/28945850/,28945850
454,Exclusion,Study design,,,,,,,,,,,,,,,,,,,,,,,,,,Impact of second-line cetuximab-containing therapy in patients with KRAS wild-type metastatic colorectal cancer: results from the ITACa randomized clinical trial.,Scientific reports,4.38,2017,Passardi A and Scarpi E and Gelsomino F and Palladino MA and Casadei Gardini A and Turci D and Chiuri VE and Mucciarini C and Tassinari D and Ragazzini A and Frassineti GL and Valgiusti M and Ulivi P and Amadori D,https://pubmed.ncbi.nlm.nih.gov/28874797/,28874797
455,Exclusion,Study design,,,,,,,,,,,,,,,,,,,,,,,,,,First-line Treatment of Advanced Biliary Ducts Carcinoma: A Randomized Phase II Study Evaluating 5-FU/LV Plus Oxaliplatin (Folfox 4) Versus 5-FU/LV (de Gramont Regimen).,Anticancer research,2.48,2017,Schinzari G and Rossi E and Mambella G and Strippoli A and Cangiano R and Mutignani M and Basso M and Cassano A and Barone C,https://pubmed.ncbi.nlm.nih.gov/28870954/,28870954
464,Exclusion,Study design,,,,,,,,,,,,,,,,,,,,,,,,,,Q-TWiST analysis of patients with metastatic castrate naive prostate cancer treated by androgen deprivation therapy with or without docetaxel in the randomised phase III GETUG-AFU 15 trial.,"European journal of cancer (Oxford, England : 1990)",9.16,2017,Marino P and Sfumato P and Joly F and Fizazi K and Oudard S and Culine S and Habibian M and Boher JM and Gravis G,https://pubmed.ncbi.nlm.nih.gov/28780479/,28780479
465,Exclusion,Study design,,,,,,,,,,,,,,,,,,,,,,,,,,"Health-related quality of life for immediate versus delayed androgen-deprivation therapy in patients with asymptomatic, non-curable prostate cancer (TROG 03.06 and VCOG PR 01-03 [TOAD]): a randomised, multicentre, non-blinded, phase 3 trial.",The Lancet. Oncology,41.32,2017,Duchesne GM and Woo HH and King M and Bowe SJ and Stockler MR and Ames A and D'Este C and Frydenberg M and Loblaw A and Malone S and Millar J and Tai KH and Turner S,https://pubmed.ncbi.nlm.nih.gov/28760403/,28760403
474,Inclusion,,Phase 2,NCT01685255,No name,Ovarian cancer,PFS,Yes,Investigator + central,No protocol,Investigator + central,Only investigator,Suspicious of selective reporting,Contradiction,PFS was planned to assess in the regstry.,Only non-blinded,No ORR,No ORR,No protocol,No ORR,No ORR,Consistent,,,No ORR,,,"A randomised, open-label, phase 2 study of the IDO1 inhibitor epacadostat (INCB024360) versus tamoxifen as therapy for biochemically recurrent (CA-125 relapse)-only epithelial ovarian cancer, primary peritoneal carcinoma, or fallopian tube cancer.",Gynecologic oncology,5.48,2017,Kristeleit R and Davidenko I and Shirinkin V and El-Khouly F and Bondarenko I and Goodheart MJ and Gorbunova V and Penning CA and Shi JG and Liu X and Newton RC and Zhao Y and Maleski J and Leopold L and Schilder RJ,https://pubmed.ncbi.nlm.nih.gov/28698009/,28698009
478,Inclusion,,Phase 2,NCT01585987,No name,Stomach cancer,immune-related progression-free survival (irPFS),No,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only blinded",No ORR,No ORR,No protocol,No ORR,No ORR,Consistent,,,No ORR,,,Efficacy of Sequential Ipilimumab Monotherapy versus Best Supportive Care for Unresectable Locally Advanced/Metastatic Gastric or Gastroesophageal Junction Cancer.,Clinical cancer research : an official journal of the American Association for           Cancer Research,12.53,2017,Bang YJ and Cho JY and Kim YH and Kim JW and Di Bartolomeo M and Ajani JA and Yamaguchi K and Balogh A and Sanchez T and Moehler M,https://pubmed.ncbi.nlm.nih.gov/28655793/,28655793
483,Exclusion,Outcome,,,,,,,,,,,,,,,,,,,,,,,,,,Patients' preference of trastuzumab administration (subcutaneous versus intravenous) in HER2-positive metastatic breast cancer: Results of the randomised MetaspHer study.,"European journal of cancer (Oxford, England : 1990)",9.16,2017,Pivot X and Spano JP and Espie M and Cottu P and Jouannaud C and Pottier V and Moreau L and Extra JM and Lortholary A and Rivera P and Spaeth D and Attar-Rabia H and Benkanoun C and Dima-Martinez L and Esposito N and Gligorov J,https://pubmed.ncbi.nlm.nih.gov/28648618/,28648618
485,Inclusion,,Phase 2b,NCT01810393,No name,Esophageal Cancer,PFS and ORR,Yes,No registry,No protocol,Not available,Unclear,Not prespecified,,,"Probably, only non-blinded",Yes,No registry,No protocol,Not available,Unclear,Not prespecified,,,"Probably, only non-blinded",,,"Efficacy and safety of recombinant human lymphotoxin-ｾ趣ｽｱ derivative with cisplatin and fluorouracil in patients with metastatic esophageal squamous cell carcinoma: A randomized, multicenter, open-label, controlled, phase 2b trial.",Cancer,6.86,2017,Wang FH and Wang Y and Sun GP and Chen JH and Lin YC and Liu W and Zheng RS and Chen J and Zhang HL and Lan HT and Qi J and Liu YQ and Deng YM and Zhao H and Xiong JP and Xu Q and Jiang WQ and Li YH,https://pubmed.ncbi.nlm.nih.gov/28640389/,28640389
488,Inclusion,,Phase 2,NCT01139775,No name,Non-small cell lung cancer,PFS,Yes,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",No,Only investigator,No protocol,Only investigator,Unclear,Central or local in advance but unclear in paper,,,"Probably, only non-blinded",,,"A randomized, phase 2 evaluation of the CHK1 inhibitor, LY2603618, administered in combination with pemetrexed and cisplatin in patients with advanced nonsquamous non-small cell lung cancer.","Lung cancer (Amsterdam, Netherlands)",5.71,2017,Wehler T and Thomas M and Schumann C and Bosch-Barrera J and Viｾｽｱolas Segarra N and Dickgreber NJ and Dalhoff K and Sebastian M and Corral Jaime J and Alonso M and Hynes SM and Lin J and Hurt K and Bence Lin A and Calvo E and Paz-Ares L,https://pubmed.ncbi.nlm.nih.gov/28625637/,28625637
492,Inclusion,,Phase 3,NCT01828112,ASCEND-5,Non-small cell lung cancer,PFS,Yes,Only central,No protocol,Only central,Investigator + central,Central or local in advance but both in paper,,,Non-blinded + blinded,No,Only central,No protocol,Only central,Investigator + central,Central or local in advance but both in paper,,,Non-blinded + blinded,,,"Ceritinib versus chemotherapy in patients with ALK-rearranged non-small-cell lung cancer previously given chemotherapy and crizotinib (ASCEND-5): a randomised, controlled, open-label, phase 3 trial.",The Lancet. Oncology,41.32,2017,Shaw AT and Kim TM and Crinｾｽｲ L and Gridelli C and Kiura K and Liu G and Novello S and Bearz A and Gautschi O and Mok T and Nishio M and Scagliotti G and Spigel DR and Deudon S and Zheng C and Pantano S and Urban P and Massacesi C and Viraswami-Appanna K and Felip E,https://pubmed.ncbi.nlm.nih.gov/28602779/,28602779
494,Inclusion,,Phase 3,NCT02000622,OlympiAD,Breast cancer,PFS,Yes,Investigator + central,Investigator + central,Investigator + central,Investigator + central,Consistent,,,Non-blinded + blinded,No,Only central,Only central,Only central,Only central,Consistent,,,Only blinded,,,Olaparib for Metastatic Breast Cancer in Patients with a Germline BRCA Mutation.,The New England journal of medicine,91.25,2017,Robson M and Im SA and Senkus E and Xu B and Domchek SM and Masuda N and Delaloge S and Li W and Tung N and Armstrong A and Wu W and Goessl C and Runswick S and Conte P,https://pubmed.ncbi.nlm.nih.gov/28578601/,28578601
497,Inclusion,,Phase 2,NCT01767194,COG ANBL1221,Neuroblastoma,ORR,No,Unclear,No protocol,Unclear,Only central,Unclear in advance but clear in paper,,,Only blinded,Yes,Unclear,No protocol,Unclear,Only central,Unclear in advance but clear in paper,,,Only blinded,,,"Irinotecan-temozolomide with temsirolimus or dinutuximab in children with refractory or relapsed neuroblastoma (COG ANBL1221): an open-label, randomised, phase 2 trial.",The Lancet. Oncology,41.32,2017,Mody R and Naranjo A and Van Ryn C and Yu AL and London WB and Shulkin BL and Parisi MT and Servaes SE and Diccianni MB and Sondel PM and Bender JG and Maris JM and Park JR and Bagatell R,https://pubmed.ncbi.nlm.nih.gov/28549783/,28549783
506,Inclusion,,Phase 2,NCT00819780,PEAK,Colorectal cancer,PFS,Yes,Only investigator,No protocol,Only investigator,Only investigator,Consistent,,,Only non-blinded,No,Only investigator,No protocol,Only investigator,Only investigator,Consistent,,,Only non-blinded,,,Final analysis of the randomised PEAK trial: overall survival and tumour responses during first-line treatment with mFOLFOX6 plus either panitumumab or bevacizumab in patients with metastatic colorectal carcinoma.,International journal of colorectal disease,2.57,2017,Rivera F and Karthaus M and Hecht JR and Sevilla I and Forget F and Fasola G and Canon JL and Guan X and Demonty G and Schwartzberg LS,https://pubmed.ncbi.nlm.nih.gov/28424871/,28424871
507,Inclusion,,Phase 2/3,NCT01830231,SECAVIN,Urothelial cancer,ORR,No,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",Yes,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",,,A randomized phase II/III study of cabazitaxel versus vinflunine in metastatic or locally advanced transitional cell carcinoma of the urothelium (SECAVIN).,Annals of oncology : official journal of the European Society for Medical Oncology,32.98,2017,Bellmunt J and Kerst JM and Vｾｽ｡zquez F and Morales-Barrera R and Grande E and Medina A and Gonzｾｽ｡lez Graguera MB and Rubio G and Anido U and Fernｾｽ｡ndez Calvo O and Gonzｾｽ｡lez-Billalabeitia E and Van den Eertwegh AJM and Pujol E and Perez-Gracia JL and Gonzｾｽ｡lez Larriba JL and Collado R and Los M and Maciｾｽ｡ S and De Wit R,https://pubmed.ncbi.nlm.nih.gov/28419193/,28419193
510,Inclusion,,Phase 2,NCT01529411,MAJA,Urothelial cancer,PFS,Yes,Unclear,No protocol,Unclear,Only investigator,Unclear in advance but clear in paper,,,Only non-blinded,No,No ORR,No protocol,No ORR,Only investigator,Unclear in advance but clear in paper,,,Only non-blinded,,,"Maintenance therapy with vinflunine plus best supportive care versus best supportive care alone in patients with advanced urothelial carcinoma with a response after first-line chemotherapy (MAJA; SOGUG 2011/02): a multicentre, randomised, controlled, open-label, phase 2 trial.",The Lancet. Oncology,41.32,2017,Garcｾｽｭa-Donas J and Font A and Pｾｽｩrez-Valderrama B and Virizuela JA and Climent Mｾ and Hernando-Polo S and Arranz Jｾ and Del Mar Llorente M and Lainez N and Villa-Guzmｾｽ｡n JC and Mellado B and Gonzｾｽ｡lez Del Alba A and Castellano D and Gallardo E and Anido U and Garcｾｽｭa Del Muro X and Domｾｽｨnech M and Puente J and Morales-Barrera R and Pｾｽｩrez-Gracia JL and Bellmunt J,https://pubmed.ncbi.nlm.nih.gov/28389316/,28389316
512,Inclusion,,Phase 2,EudraCT 2011-002172-16,No name,Pancreatic cancer,ORR,No,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",Yes,No ORR,No protocol,No ORR,Unclear,Unclear in advance but clear in paper,,,"Probably, only non-blinded",,,Phase II randomized study of PM01183 versus topotecan in patients with platinum-resistant/refractory advanced ovarian cancer.,Annals of oncology : official journal of the European Society for Medical Oncology,32.98,2017,Poveda A and Del Campo JM and Ray-Coquard I and Alexandre J and Provansal M and Guerra Alｾｽｭa EM and Casado A and Gonzalez-Martin A and Fernｾｽ｡ndez C and Rodriguez I and Soto A and Kahatt C and Fernｾｽ｡ndez Teruel C and Galmarini CM and Pｾｽｩrez de la Haza A and Bohan P and Berton-Rigaud D,https://pubmed.ncbi.nlm.nih.gov/28368437/,28368437
514,Inclusion,,Phase 3,Not available,No name,GI stromal tumors (GISTs),PFS,Yes,No registry,Unclear,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",No,No registry,Unclear,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",,,"Ten-Year Progression-Free and Overall Survival in Patients With Unresectable or Metastatic GI Stromal Tumors: Long-Term Analysis of the European Organisation for Research and Treatment of Cancer, Italian Sarcoma Group, and Australasian Gastrointestinal Trials Group Intergroup Phase III Randomized Trial on Imatinib at Two Dose Levels.",Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,44.54,2017,Casali PG and Zalcberg J and Le Cesne A and Reichardt P and Blay JY and Lindner LH and Judson IR and Schｾｽｶffski P and Leyvraz S and Italiano A and Grｾｽｼnwald V and Pousa AL and Kotasek D and Sleijfer S and Kerst JM and Rutkowski P and Fumagalli E and Hogendoorn P and Litiｾｽｨre S and Marreaud S and van der Graaf W and Gronchi A and Verweij J,https://pubmed.ncbi.nlm.nih.gov/28362562/,28362562
522,Inclusion,,Phase 3,Not available,No name,Testicular cancer,CT assessed lung toxicity,No,No registry,No protocol,Not available,Only central,Unclear in advance but clear in paper,,,Only blinded,No ORR,No registry,No protocol,Not available,No ORR,Not prespecified,,,No ORR,,,"A randomized phase III study of 72遯ｶ譬 infusional versus bolus bleomycin in BEP (bleomycin, etoposide and cisplatin) chemotherapy to treat IGCCCG good prognosis metastatic germ cell tumours (TE-3).",Annals of oncology : official journal of the European Society for Medical Oncology,32.98,2017,Shamash J and Sarker SJ and Huddart R and Harland S and Joffe JK and Mazhar D and Birtle A and White J and Chowdhury K and Wilson P and Marshall MR and Vinnicombe S,https://pubmed.ncbi.nlm.nih.gov/28327896/,28327896
526,Inclusion,,Phase 3,NCT01763164,NEMO,Melanoma,PFS,Yes,Unclear,No protocol,Unclear,Investigator + central,Unclear in advance but clear in paper,,,Non-blinded + blinded,No,Unclear,No protocol,Unclear,Only central,Unclear in advance but clear in paper,,,Only blinded,,,"Binimetinib versus dacarbazine in patients with advanced NRAS-mutant melanoma (NEMO): a multicentre, open-label, randomised, phase 3 trial.",The Lancet. Oncology,41.32,2017,Dummer R and Schadendorf D and Ascierto PA and Arance A and Dutriaux C and Di Giacomo AM and Rutkowski P and Del Vecchio M and Gutzmer R and Mandala M and Thomas L and Demidov L and Garbe C and Hogg D and Liszkay G and Queirolo P and Wasserman E and Ford J and Weill M and Sirulnik LA and Jehl V and Bozｾｽｳn V and Long GV and Flaherty K,https://pubmed.ncbi.nlm.nih.gov/28284557/,28284557
530,Inclusion,,Phase 2,NCT01439568,No name,Small cell lung cancer,PFS,Yes,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",Yes,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",,,A randomized phase II study of LY2510924 and carboplatin/etoposide versus carboplatin/etoposide in extensive-disease small cell lung cancer.,"Lung cancer (Amsterdam, Netherlands)",5.71,2017,Salgia R and Stille JR and Weaver RW and McCleod M and Hamid O and Polzer J and Roberson S and Flynt A and Spigel DR,https://pubmed.ncbi.nlm.nih.gov/28236984/,28236984
